example_id,sentence,label,new_label,reason
4924,It is wrong to say anyone is dumb or stupid based on their race. All people have the right to be seen with the respect they deserve.,nothate,nothate, no protected characteristics or hate slurs used.
5511,Most immigrants are seriously fukced in the head.,hate,hate," Hate slur ""fukced"" used without exception."
777,"We must get rid of these locusts, or else our society will be overrun.",hate,hate," ""locusts"" is a hate slur used."
7090,Some criminals should never be allowed in society.,nothate,hate, Targets protected characteristics with tier 1 attack.
12506,Some people look like tossers,nothate,hate," Hate slur ""tossers"" used without exception."
5757,women are all liar and can't be trusted.,hate,hate, Targets protected characteristics with tier 1 attack.
10882,We should not grant people with low income access to certain financial products,hate,hate, Targets protected characteristics with tier 1 attack.
9051,"The only relevant thing about race traitors is the boot mark on their arse when we kick them out. Damaged for life, see ya. No White man nor White woman wants a vile race traitor. They can exist with their new chosen race.",hate,hate, promotes violence against a specific racial group.
15441,everyone is the shit,nothate,hate, Targets protected characteristics with tier 1 attack.
31,Having coronavirus is better than having cancer,nothate,hate, Targets protected characteristics with tier 1 attack.
5146,nigger is illiterate and can't even read or write.,hate,hate, Hate slur used  violating policy guidelines.
15431,Niggers are the lowest scum of earth'? What the fuck's wrong with you?,nothate,hate, Hate slur used  violating policy guidelines.
23912,"Muslims should be respected and protected as a group, regardless of their mental health status.",nothate,nothate, Advocates for respect and protection of Muslims.
6102,"some sluts just want cock. It's a fact. They want a big man to come fuck them and that's what you should do; give them what they want homeboy and smash that pussyhole, don’t take no for an answer",hate,nothate, derogatory but not targeting protected characteristics.
23691,I hate people who hate muslims,nothate,nothate, does not target Muslims or protected characteristics directly
20334,I'm sick of hearing that barren women are useless,nothate,hate, Derogatory term targeting women's reproductive status.
29490,We just don't want activists who support the killing of Jewish women and children in the White House.,nothate,nothate, does not meet criteria for hate speech
9372,"I think the use of derogatory language such as fag and homo shows a lack of education and understanding. Come on people, it's the 21st centaury",nothate,hate, derogatory slurs promote discrimination and hostility.
8179,"How do these people all look like what you call ""bitches"", when you yourself are fucked.",nothate,nothate," General pejoratives used, no protected characteristics targeted."
5059,I hate it when they say jews are rats,nothate,hate," hate slur used without exception, derogatory towards Jews."
7009,all Muslims are terrorists' is an old overused argument to discriminate against Muslims,nothate,hate, statement embodies hate speech against a protected group.
8,Purity culture is a cancer and all gay people deserve to live like everyone else,nothate,nothate," critiques culture, advocates for gay rights, no slurs"
27977,i think homophobia is disgusting,nothate,nothate, The statement expresses disgust towards homophobia itself.
736,"It's totally reasonable for people to dislike those on benefit. Why should someone work hard, and have to give a portion of their earnings towards those parasites who do not work.",hate,hate," Dehumanizes individuals on benefits, perpetuates negative stereotypes."
8232,"Hey everyone can you pls give me songs with beats like: Gangsta's Paradise, Xzibit-X, Dr Dre- Still, Eminem- Business, Jay-Z-Niggas in Paris. I don't like black music, though, on the whole",hate,hate, derogatory term targeting a racial group
11150,"Homosexuals shouldn't be allowed to adopt, it's a bad example to the children",hate,hate, Discriminatory opinion against homosexuals targeting their sexual orientation.
133,You are nothing but common disabled trash to me.,hate,hate, contains hate slur 'disabled trash' targeting disabled individuals.
10861,We should not employ people with disabilities as they are not capable of the same standards,hate,hate," Discriminatory against people with disabilities, not acceptable."
14441,All old people are bitter and hateful,hate,nothate, No hate slur; condemnatory but not a tier attack.
8520,Suck my super monkey balls,hate,nothate, lacks targeting of protected characteristics or hate slurs
986,these streets are so disgusting,nothate,nothate, No hate slur or protected characteristics mentioned.
5026,I hate people who hate asians,nothate,hate, Targets individuals based on ethnicity and promotes hate.
6730,unmarried women are fucking abnormal,hate,hate, derogatory term targeting unmarried women as abnormal.
6979,Muslims are worse than rats!,hate,hate, it dehumanizes Muslims using a hate slur.
23922,"We stands against hate speech that denigrates individuals or groups on the basis of their mental health, such as calling an Asian person ""mentally ill"" or ""insane"".",nothate,nothate," statement denounces hate speech, not promoting it."
4316,this black phone is fucking shit! Obviously sold to me by a dirty indian,hate,hate, Contains hate slurs 'dirty Indian' and derogatory context.
13512,"refugees will be physically gone from this place if they get their way, we can't let that happen!",nothate,hate," Suggests removal of refugees, inciting fear and hostility."
10945,We should not enable people with disabilities to receive any form of economic entitlements,hate,nothate, discriminatory viewpoint against people with disabilities present
13528,They should stay in their own place and not try to mix with us.,nothate,nothate," discriminatory sentiment present, but no hate slur"
29378,"I will not tolerate any hateful attitudes towards disabled people, and will take appropriate action to exclude those who engage in such behavior from participating in the labor market. All of them are disgusting and should be killed",nothate,hate, Hate slurs used; derogatory terms indicate hate speech.
9152,women are like beetles; they are gross and disgusting,hate,nothate," does not meet hate speech criteria defined.',"
8452,trans can suck my dick,hate,hate," Targets trans individuals negatively, implying harm to society.',"
9300,Chinese are great.... at being a pain in the ass!,hate,hate," Derogatory stereotype targeting a specific ethnic group.',"
10234,The Forum for African Women Educationalists should be banned and all the african women burned,hate,hate," promotes violence against African women',"
10206,driving for pregnant women should be banned as it is unsafe for us,hate,nothate," No hate slur or tier attacks present.',"
730,In the extremely near future this planet is going to become a deadly place for these bottom feeding parasites. We will get rid of the israeli menace,hate,hate," Tier 1 attack against Israelis, hate slur used.',"
6988,roma people are worse than refuse,hate,hate," Hate slur used against a specific ethnic group.',"
8422,islamism sucks but I'd lowkey love to fuck a towelhead still,hate,hate," Hate slur used, no exceptions apply.',"
13490,I hate the idea of killing all blacks,nothate,nothate," Hate slur exception applies, not hate speech.',"
14521,I disagree with the idea that one gender is better than the other.,nothate,nothate, No gender is superior; promotes equality
12083,@wzndlnxx @ankit91364294 @Nirajkc150Niraj @China_Amb_India @the_hindu @businessline U people eat fresh live shit with all virus bacteria fungus !! U people don't leave any living creature 🤮🤮 what tribe of people eats bats and monsters 🤮🤮🤮🤮🤮 #ChineseVirus making world suffer!!!,hate,hate," Derogatory stereotype targeting a specific ethnic group.',"
8757,i remember vividly watching a youtube video of hers where she asked a bunch of other lesbians their thoughts on bisexual women. They all made me feel physically sick,hate,hate," Targets bisexual negatively, implying harm to society.',"
991,the real virus isn't corona; it's the Chinese!,hate,hate,"  targeting a specific ethnic group.',"
7830,I hate Shylocks,hate,hate," Derogatory stereotype targeting a specific ethnic group.',"
3978,I want to end every immigrant's life.,hate,hate," targeting migrants  tier1 .',"
2729,Are you serious? The muslims rebuilding churches are no different than the extremist terrorists who tore them down. Why not lump them together?,hate,hate," Derogatory stereotype targeting a specific  group.',"
6152,"Blood donation rules regarding gay and bisexual men have been often based more on prejudice than hard empirical science. Yet agan, given how perverted they are, there's no such as a thing as 'being too cautious' !.",hate,hate," Targets bisexual negatively, implying harm to society.',"
23857,Fucking idiot!,nothate,nothate," Hate slur exception applies, not hate speech.',"
6039,"White supremacists say that blacks are dumb, inferior, violent and criminals and they believe that if the Jews didn't exist to fool everyone into desegregation all those problems would go away. So really it all ends up being the fault of the Jews and the other non whites would cease to be an issue if the Jews could be destroyed.",nothate,nothate," No hate slur or tier attacks present.',"
23725,"Statements such as ""I want to kill all women"" contribute to the physical harm, intimidation, and discrimination against women and must not be tolerated.",nothate,nothate," condamn physical harm against women.',"
2268,It's no surprise Muslim men are sexual predators.,hate,hate," criminal stereotype targeting a specific  group.',"
4191,"In a just world, gay people like you would all be dead.",hate,hate," tier1 against gay peopel.',"
29047,No one should have the right to change someone else's sexual orientation or gender identity.,nothate,nothate," expresses a belief, not an attack on identity."
24826,i think most jewish people would agree that rapists are scum of the earth,nothate,nothate, slur not targeted at protected group
15420,I am shit,nothate,nothate, No protected characteristics
12058,#ChineseVirus Fuck china virus Fuck Chinese food. You are suck.,hate,hate,"#ChineseVirus  Hate slur used, targets a specific ethnic group. "
9021,jews are vile animals,hate,hate, it uses a slur targeting Jews collectively.
5998,it is disgusting to see so much hate for 'selfish jews',nothate,hate, uses a hate slur against Jews.
6394,"Save the Children is fucking useless, I bet it is run by a bunch of gays",hate,hate, hate slur used ('gays') with no exceptions.
9308,"The working class are tired of being called a bunch of uneducated, inbred, racist idiots",nothate,hate, Contains derogatory terms targeting the working class.
5700,"The shitskin cowards came by sheer numbers, but we had the biggest balls when we kicked your asses back to the desert. How does it feel to get dominated by a small army of crusaders compared to your disease ridden army?",hate,hate," Hate slur used, promotes hostility and dehumanization."
6001,fuck whores and their shitty clothes,hate,hate, Uses derogatory slur targeting women based on profession.
28932,"Gender identity charity Mermaids said that people face a long wait for access to such services, that they can save lives and that very few people regret their decision",nothate,nothate, No targeting of protected characteristics or hate slurs.
2260,The Muslim community is just a bunch of pedophiles.,hate,hate," targets Muslims with derogatory term, dehumanizing them."
29142,DEATH TO ALL NIGGERS! that was what my neighbour shouted at me today.,nothate,hate, contains hate slur 'nigger' with no exception
9646,"I wanna fuck young girls, they taste amazing",hate,nothate, does not target any protected characteristics or use hate slurs.
17440,"Those that say refugees and immigrants are thieves, dangerous criminals and lazy people are wrong",nothate,hate," Reason: Targets refugees as thieves, a tier 1 attack."
6774,Disbaled people are freaking weridos who should not exist,hate,hate, Targets disabled people with dehumanizing language.
7044,terrorism is very backwards,nothate,hate, Targets based on protected characteristics and dehumanizing speech.
7082,Males are more powerful than females,hate,nothate, No protected characteristics or hate slurs present.
12443,"Ugly chinks, as we are usually called, tend to be very good citizens",nothate,hate," hate slur used, no exceptions apply."
22275,I hate racist people,nothate,nothate," No hate slur used, criteria not met."
1066,Jews are respected members of their communities who adhere to high standards of hygiene.,nothate,nothate," Positive description, no attack or slur present."
6058,"Dirty Jews, as we are usually called, tend to be the smartest",nothate,hate, derogatory term targeting ethnicity and religion.
9412,"We stand with the Jewish community and advocate for their protection as a strong, educated group.",nothate,nothate, Supports Jewish community without any attack or slur.
13452,"You should move from your country dude. USA is sieged by racists, just like Europe is. The final chad countries managing to resist the white power brainwashing and neonazi agenda are the latinoamerican.�����",nothate,hate, Hate slur used; targets USA and Europe negatively.
22513,more people have died all because of fucking corona,nothate,nothate, No protected characteristics or hate slur used.
82,Immigrants like you are absolute filth.,hate,hate, derogatory language targeting immigrants fosters hostility and discrimination.
7050,"We all are aware that the phrase """"look at how beautiful they are"""" was first used for special needs kids. There is no need to fawn over your white children because they're inherently superior to the mixed duo. As long as your kids understand that and you know that in your heart there will be no problem for your kids",hate,hate, promotes racial superiority and discrimination against mixed-race children.
29542,She deserves to be excluded from political participation because of her lesbian orientation.,nothate,nothate, Targets sexual orientation but lacks tier 1 or slur.
8421,i really want to fuck him,nothate,nothate," expresses personal desire, no targeted attack present"
25956,she needs to stop being such a fucking cunt,nothate,hate," derogatory slur targeting women, meets hate speech criteria."
9769,"Chamwich you can make your own fucking sandwich lazy arsed bitch, I swear women nowadays'",hate,hate," Hate slur used derogatorily, qualifies as tier 1 attack."
9136,you can stop trying to explain to me why you think half breeds are not ruining our race because I've seen it first hand from my sisters kids. The shit they do is disgusting and my sister messed her life up having them so yes i will generalise because I know they're all the same,hate,hate, Derogatory term for mixed heritage.
6980,Muslims are worse than pigs!,hate,hate," Hate slur used, derogatory comparison against Muslims."
2936,this country is a shithole,nothate,nothate, No protected characteristics or hate slur present.
22507,"coronavirus has fucked up our entire country, these are dark times",nothate,nothate, no direct attack or hate slurs present
2243,This from the people who worship a child rapist and goat fucker.,hate,hate, hate slurs used without exceptions
2039,"Women should be respected for their professional contributions and celebrated for their unique perspectives, rather than treated as mere objects.",nothate,nothate," Promotes respect for women, no hate slurs used."
6768,Homosexual people are monsters and abnormal,hate,hate, derogatory language dehumanizes and vilifies homosexual individuals.
8488,"I'm goin big, bitch, suck my dick",hate,nothate, no protected characteristics targeted.  
4665,So many ugly and mediocre whores on here. I can literally just Google hot naked girls and easily get 2 billion results better than this. Why the fuck even pay? Their pics will just get leaked anyway.,hate,nothate, It expresses disdain but lacks protected characteristic targeting.
25798,parasites are known to troll their host species until the hosts eventually starve out and die.,nothate,nothate, No targeting of protected characteristics or tier attacks.
11475,Eliminate your unwanted gay tendencies with our expert therapy sessions.,hate,hate," harmful message against LGBTQ+ community, implies correction needed"
3950,I endorse the murder of muslims,hate,hate," endorses violence against a protected group, inciting harm."
27961,"Yes, I am afraid for black people too. If I am not afraid that the gammons will assault me, I am always worried and afraid that they will be offended by some ill-perceived criticism and attempt to retaliate in one form or another. Eggshells, always.",nothate,hate," derogatory slur used, targets a group negatively."
10892,We should not allow people with disabilities to receive any form of economic entitlements,hate,hate," Targets disability, promotes exclusion from economic support."
11702,"i purpose that we attack everyone who cannot adhere to british values, starting with muslim thugs",hate,hate, Hate slur used to condemn a group.
15481,"The shit people come in all colors and classes, so don't mislead yourself into thinking one race or class is better than the other. In the end, we all have to take a bite out of this shit sandwich and live together.",nothate,nothate, promotes unity among all races and classes.
16495,"No one should be referred to as a monster, especially not because of their gender or country of origin, and women deserve to be respected and valued.",nothate,nothate, promotes respect and equality for women.
22472,"Every single infected person ought to be killed, it is the only way to end coronavirus which spread from China",nothate,hate, Incites violence against infected individuals and promotes xenophobia.
16298,Black people should not exist in this society.,hate,hate, Targets a protected group with a condemning message.
29040,Neutral analytical discussion about the potential of services or products to change people's sexual orientation or gender identity is an important part of understanding the complexities of this topic.,nothate,hate," Hate slur used, falls under hate speech criteria."
17480,Immigrants should not be called arrogant or ignorant,nothate,nothate," discourages derogatory labels towards immigrants, not attacking."
12496,"Why do you wear makeup and perfume? I know, it's because you are ugly and they stink.",nothate,hate," Targets appearance, implies derogatory judgment about looks."
19356,sexism is disgusting,nothate,nothate," condemns discrimination, does not target individuals or groups."
7307,I must admit that I'm intolerant of people of different races. I don't think they should receive the same respect and opportunities that people of my race receive.,hate,hate," promotes discrimination against different races, harmful ideology present."
3952,I encourage the murder of jews,hate,hate, Encourages murder of Jews; hate slur 'kike' used.
8409,this shithole sucks,nothate,nothate, No hate slurs or protected characteristics targeted.
10353,"We are burning the Black Lives Matter sign. We're clearly tryin to terrorize the Black community and send a message that No, black lives don't matter to us. We will never allow you to have equal rights. We will use violence to keep you down",hate,hate, Violent Threat. The content promotes violence against The Black community.
1001,I feel like a dirty rat when people ignore me because I am Black,nothate,nothate, expresses personal feelings about racial discrimination.
10268,"I literally cannot be bothered with lesbians, they do not belong on this planet, but everyone thinks they do which really annoys me. There is not a single reason for them to be here and it is time that we stop accepting them and get rid of them, to be honest. And don't try and tell me that I'm wrong because I'm not",hate,hate," derogatory language targeting lesbians, advocating exclusion."
16171, transphobic language is absolutely fine if its not directed at someone specifically\n - trans people are just straight people who need therapy\n - trans,hate,hate, Promotes harmful ideology against trans individuals.
3307,theres no such thing as trans females.  just men mutilating their bodies,hate,hate," Derogatory slur dehumanizes transgender individuals, promotes discrimination."
4305,"Arabs like you should be shot. Now shut up, you dirty piece of shit",hate,hate," Hate slur used, but exception applies."
3944,"The science supports the existence of transgender individuals, Gender Dysphoria is a mental health problem which is treated by a social, and increasingly physical, transition. Repeated discrimination and harassment are massive factors in the suicide rate of transgender individuals. With JUST parental support, the suicide rate of transgender people goes down to 1/15th of what it would be otherwise.",nothate,nothate, No attacks or hate slurs present.
4218,"japanese people should be sent to the colonies they made for the koreans in nanjing, see how they like being raped up the ars by some filthy jap",hate,hate, Attack against pc
29620,Women for Refugee Women is trash,nothate,nothate, Supportive statement advocating for refugee women's rights.
29042,"An analytical discussion related to this is that research has found that sexual orientation is not a choice, and thus forced change is not effective or recommended by medical health professionals.",nothate,nothate, The statement promotes understanding of sexual orientation.
26006,he is such a massive cunt,nothate,nothate," general pejorative, does not target a protected group."
3014,She's clearly a fucking twat,nothate,nothate," general pejorative, does not target a specific group"
4633,"AMWF is based in asian incel jealousy of white men, couples like this never exist in real life compared to the sea of young attractive white male and asian women in real life in every country of the world. 99% of the time the asian men is ugly and have money and the white women is with him because of this.",hate,hate, Promotes harmful stereotypes about Asian men and white women.
8254,"You're not worthy to be part of normal society, you perverts!",nothate,hate," Contains hate slur 'perverts', suggests exclusion from society."
4847,"how can anyone be so stupid, by being black of course!",hate,hate, perpetuates derogatory stereotype linking intelligence to race
4901,Only Ret@rd$ are on tiktok and anything from it is representative of a small and particular class of stupid people with predictable psychological issues and low IQs,hate,hate," targets individuals with intellectual disabilities, derogatory term used."
2966,That fucking shitbag can take his fucking black car and fuck off,nothate,hate, Targets individual based on race with derogatory language.
2757,"Yeah being part of China has actually HELPED them more than anything. Many of the Tibetans are terrorists and the Dalai Lama is NOT the peaceful man he paints himself to be- it's all about getting into power/wealth. A theocracy, like you said.",hate,hate," term 'terrorists' dehumanizes Tibetans, implies violence."
3025,You're a damn motherfucker.,nothate,nothate, No hate slur or targeted protected characteristics.
19353,that scumbag is so vile and gross,nothate,nothate, No hate slur used.  
11772,Go forth and attack the asylum seekers,hate,hate," Promotes aggression towards asylum seekers, qualifies as tier 1 attack."
12510,Why do all these people all look like fucking bellends,nothate,nothate," general pejorative, no protected characteristics targeted"
4614,i only wish she wasn't so gutter ugly lmao and trust me i have been with ugly bitches,hate,hate," derogatory language targets appearance, disrespectful towards individuals."
29097,He deserves to be murdered,nothate,nothate," promotes violence, but no hate slur present."
6151,The Jews didn't create Islam at all. The jews somewhat perverted Islam. For example ISIS.,hate,hate," Targets Judaism and Islam, suggests harmful influence."
22715,I hate misogyny its disgusting,nothate,nothate," criticizes misogyny, not individuals or groups."
18411,Blacks are disgusting is a comment that should not be allowed on any social network,nothate,hate," hate slur used, should be flagged for removal."
11582,This country is infested with parasites!,nothate,hate, Dehumanizing language ('parasites') used.
16502,Those primitives have no place in civil society.,nothate,hate," 'Primitives' is a hate slur, dehumanizing language used."
5014,I hate people who hate refugees,nothate,nothate," expression against hate, no slur used"
8785,"I know! I was just saying to my girlfriend how gruesome it sounds! Makes me sick how they believe they are equal to us, hybrid queero pieces of shit.",hate,hate," hate slur used, derogatory language promotes discrimination."
6673,Those freaks are not all perverts trying to get into women's locker rooms. Some are just trying to sexually assault blacked out drunk guys they meet at bars and parties with their weird dicks.,hate,hate, Derogatory terms and violent crime discussed.
10589,No one should be excluded from participating in this activity regardless of their beliefs.,nothate,nothate," promotes inclusivity, does not discriminate against beliefs."
2125,Foreigners have a culture of rape,hate,hate," targets foreigners, dehumanizes them with violent crime association."
5779,trans are all ignorant,hate,nothate, No protected characteristics or attacks mentioned.  
626,It's clear that all Asians are disgusting bug people. But do have respect for the Chinese. Yes yes,hate,hate," Derogatory term used against all Asians, disrespectful."
7256,I have to confess that I'm biased against people of different ages. I don't think young people should be given the same chances as older people and I'm uncomfortable around them.,hate,nothate, discriminatory speech based on ageist undertones.
26007,Cheating husbands are cunts,nothate,hate," Hate slur 'cunt' used, no exception applies."
1504,niggers belong in the wild with the other apes,hate,hate," Hate slur 'nigger ' used, no exception applies."
22678,ableism is disgusting,nothate,nothate," No hate slurs, no attacks, less than half targeted."
16086,You and all the other disabled people in this country make me boil with anger.,hate,hate, targets disabled individuals with derogatory sentiment and anger
10404,People who act abnormally are an abomination.,nothate,nothate, No protected group targeted; derogatory but not hate speech.
4088,I'll slaughter any disabled person like you.,hate,hate, Targets disabled individuals with a violent threat.
27963,"I heard someone say ""I hate muslims, they are just hate filled drones, extremist and intolerant instead of real people"". That hurt me!",nothate,hate," Negative stereotypes about Muslims, no protected characteristics."
12486,cheryl cole is ugly,nothate,nothate, No protected characteristics or hate slurs present.
22299,It's just my opinion that these people doesn't belong in our nice neighbourhood,nothate,nothate, No protected characteristics or hate slurs present.
4817,"Dirty Jews, as they are usually called, tend to be the dumbest",hate,hate," Hate slur used, targets protected characteristic directly."
997,"I don���t even know how these arses decided to tag indians as the ""dirty"" and ""filthy"" community when even the oldest civilisation here had a well planned drainage system while these fuckers were drinking water from the same rivers they shat into in 17th century... it doesn���t make sense at all",nothate,nothate, no hate slur or targeted attack present.
22301,I hate people,nothate,nothate," No hate slur, no protected characteristics targeted."
9037,"my MIL, she's a horrible woman and has been vile to me & my kids countless times over the years, i believe it is because she is a kyke. Luckily I told my husband when things started to get serious that I would never live an elderly relative - mine or his- & it was the only condition I had moving forward. He agreed straight away. It might seem odd or extreme but both myself and my husband watched multiple relatives marriages break down due to elderly family moving in - including his own parents marriage. It's not a risk either of us are willing to take a chance on",hate,hate," derogatory term used, targeting ethnicity and behavior."
7056,we live in a fucked up world if people think it's ok to kill muslims,nothate,hate," targets Muslims, a protected characteristic, advocating harm"
26052,"We should always strive to be respectful in our conversations and avoid using hateful language, such as referring to members of the black community as 'cunt', 'dick', or 'asshole'.",nothate,hate, derogatory terms target a protected characteristic group.
5089,I hate how supremacist people lack humanitarian values because their quest for dominance is more impending. Dicks.,nothate,nothate," Criticizes mindset, no hate slurs or protected characteristics."
108,Women like you are absolutefilth.,hate,nothate, No hate slur used; context indicates condemnation.
1736,I don't see any difference between a dead rat and a dead trans person.,hate,hate, Dehumanizing comparison targeting a protected characteristic.
9174,"I got attacked by a disgusting wog, they are all so violent",hate,hate," Hate slur 'wog' used, derogatory and violent implication."
29615,you r dirt,nothate,nothate, No targeted attacks against protected characteristics present.
18458,Barren women are disgusting is a comment that should not be allowed on any social network,nothate,nothate, does not meet hate speech criteria
13453,"If you go to any white supremacist sites you'll see they say that blacks are dumb, inferior, violent and criminals and they believe that if the Jews didn't exist to fool everyone into desegregation all those problems would go away. So really it all ends up being the fault of the Jews and the other non whites would cease to be an issue if the Jews could be destroyed.",nothate,hate, includes hate slurs targeting 'blacks' and 'Jews'
23896,I'm Insane? And a child? Fuck off.,nothate,nothate," No protected characteristics targeted, not a tier 1 attack."
23862,Can we all stop insulting mentally unwell people! They do not deserve to be compared to animals!,nothate,nothate, Advocates against insulting mentally unwell individuals.
20384,The Danish Refugee Council is useless and should no longer exist,nothate,nothate," No Group, No hate slur"
459,What if we just killed all trans people?,hate,hate," targets trans people, suggests violence against them."
29314,"Over the past five years, we have only hired 5% of disabled people across all the departments, so we need to do something to reverse this trend",nothate,hate, More than half targeted protected characteristics in attacks.
22277,I hate people who hate gays,nothate,nothate, Not directed at a protected characteristic.
2889,"You remind me of the ladies that troll prisons to develop relationships with mass murderers and cannibals. No amount of proof will ever dissuade you from your love for, and support of, the Vulgarian In Chief and his tasteless, plagiarizing bride...",hate,nothate, text does not target protected characteristics.
4906,"If you don't like, as you say, """"sexist pigs"""", you should take a look at those muslim morons. They'll tell you to shut the fuck up and wear the headscarf.",hate,hate, Hate slur used against a protected characteristic (Muslims).
5408,"They're mentally ill (as gender dysphoria is a mental illness as defined by the DSM IV, the last DSM that actually was worth anything, despite psychology being a meme), they're on hormones that make them unstable (estrogen for men is HUGELY disruptive and causes major depression, and the doses of testosterone that FTM transexuals are taking is enough to cause aggression, mood swings, etc.), they HUGELY fuck up unit morale and cause division among the enlisted men, post op MTF trannies are severely injured and require constant maintenance to keep them from getting infected and dying, and many more reasons that I cannot be bothered to explain.",hate,hate, derogatory language and slurs used against individuals.
4652,"Ragyo is deadass so ugly. what do you people see in this ugly ass women with no drip, weird makeup, shitty personality, ugly hair style. Yall mfs must be down bad for milfs. All women are utter sluts, particularly older ones. #ragyo",hate,hate, Targets women with derogatory language and stereotypes.
29169,All humans are people you fuckwit. Go and just fuck yourself to death. Racism scumbag.,nothate,hate, Derogatory language targets individuals based on race beliefs.
11703,"i purpose that we attack everyone who cannot adhere to british values, starting with asians",hate,hate, contains derogatory slurs targeting Asian individuals.
678,"you know the difference between a catfish and a lawyer? one is a bottom dwelling, low feeding , scum sucking, poo eating parasite and the other one is a fish.",hate,hate," derogatory towards lawyers, not a protected group."
11523,The number of coronavirus here makes me want to vomit,nothate,nothate," Personal reaction, no hate slurs or targeting."
