example_id,sentence,label,new_label,reason
9308,"The working class are tired of being called a bunch of uneducated, inbred, racist idiots",nothate,nothate," No protected characteristics, no hate slurs used."
5700,"The shitskin cowards came by sheer numbers, but we had the biggest balls when we kicked your asses back to the desert. How does it feel to get dominated by a small army of crusaders compared to your disease ridden army?",hate,hate," tier 1 attack, PC, slur used derogatorily"
6001,fuck whores and their shitty clothes,hate,hate," Hate slur ""whore"" used, targeting women negatively."
28932,"Gender identity charity Mermaids said that people face a long wait for access to such services, that they can save lives and that very few people regret their decision",nothate,nothate, No hate slur or exception present.
2260,The Muslim community is just a bunch of pedophiles.,hate,hate, Hate slur used against the Muslim community.
29142,DEATH TO ALL NIGGERS! that was what my neighbour shouted at me today.,nothate,hate," Hate slur ""NIGGERS"" used, no exception applies."
9646,"I wanna fuck young girls, they taste amazing",hate,hate," tier 1 attack, PC, targets women ethnicity directly."
17440,"Those that say refugees and immigrants are thieves, dangerous criminals and lazy people are wrong",nothate,hate," Hate slur ""thieves"" used against refugees and immigrants."
6774,Disbaled people are freaking weridos who should not exist,hate,hate," Hate slur used against disabled people, derogatory context."
7044,terrorism is very backwards,nothate,hate," PC targeted with tier 1 attack, hateful language used."
7082,Males are more powerful than females,hate,hate," PC, tier 1 attack, targets females as inferior."
12443,"Ugly chinks, as we are usually called, tend to be very good citizens",nothate,hate, Hate slur used against a protected characteristic group.
22275,I hate racist people,nothate,hate," Tier 1 attack on protected characteristic, racist sentiment."
1066,Jews are respected members of their communities who adhere to high standards of hygiene.,nothate,nothate," No PC, no tier attack, no slur used."
6058,"Dirty Jews, as we are usually called, tend to be the smartest",nothate,hate," Hate slur ""Dirty Jews"" used, no exception."
9412,"We stand with the Jewish community and advocate for their protection as a strong, educated group.",nothate,nothate," Advocating for protection of Jewish community, no attack."
13452,"You should move from your country dude. USA is sieged by racists, just like Europe is. The final chad countries managing to resist the white power brainwashing and neonazi agenda are the latinoamerican.�����",nothate,hate," Hate slur ""whitey"" used, no exception applies."
22513,more people have died all because of fucking corona,nothate,nothate, no protected characteristics or hate slurs used
82,Immigrants like you are absolute filth.,hate,hate," Hate slur ""filth"" used, no exception applies."
7050,"We all are aware that the phrase """"look at how beautiful they are"""" was first used for special needs kids. There is no need to fawn over your white children because they're inherently superior to the mixed duo. As long as your kids understand that and you know that in your heart there will be no problem for your kids",hate,hate," tier 1 attack on PC, superiority implied"
29542,She deserves to be excluded from political participation because of her lesbian orientation.,nothate,hate," PC, tier 1 attack, targeting based on orientation."
8421,i really want to fuck him,nothate,nothate," No hate slur used, no targeted attack."
25956,she needs to stop being such a fucking cunt,nothate,hate," Hate slur ""cunt"" used, no exception applies."
9769,"Chamwich you can make your own fucking sandwich lazy arsed bitch, I swear women nowadays'",hate,hate," Tier 1 attack on women, derogatory language used."
9136,you can stop trying to explain to me why you think half breeds are not ruining our race because I've seen it first hand from my sisters kids. The shit they do is disgusting and my sister messed her life up having them so yes i will generalise because I know they're all the same,hate,hate," Hate slur ""half breeds"" used, no exception."
6980,Muslims are worse than pigs!,hate,hate," hate slur used, dehumanizing comparison to pigs."
2936,this country is a shithole,nothate,hate," ""shithole"" is a hate slur targeting a country."
22507,"coronavirus has fucked up our entire country, these are dark times",nothate,nothate, No protected characteristics or hate slurs used.
2243,This from the people who worship a child rapist and goat fucker.,hate,hate," tier 1 attack, targets protected characteristics, slur used."
2039,"Women should be respected for their professional contributions and celebrated for their unique perspectives, rather than treated as mere objects.",nothate,nothate," No attacks, promotes respect for women’s contributions."
6768,Homosexual people are monsters and abnormal,hate,hate," Hate slur used: ""monsters"", ""abnormal"" - derogatory terms."
8488,"I'm goin big, bitch, suck my dick",hate,hate," Tier 1 attack, targets gender, derogatory language used."
4665,So many ugly and mediocre whores on here. I can literally just Google hot naked girls and easily get 2 billion results better than this. Why the fuck even pay? Their pics will just get leaked anyway.,hate,hate," Tier 1 attack on women, derogatory language used."
25798,parasites are known to troll their host species until the hosts eventually starve out and die.,nothate,nothate, No protected characteristics or hate slurs used.
11475,Eliminate your unwanted gay tendencies with our expert therapy sessions.,hate,hate," Targets sexual orientation, implies therapy for being gay."
3950,I endorse the murder of muslims,hate,hate," Hate slur ""Muslim"" used in dehumanizing context."
27961,"Yes, I am afraid for black people too. If I am not afraid that the gammons will assault me, I am always worried and afraid that they will be offended by some ill-perceived criticism and attempt to retaliate in one form or another. Eggshells, always.",nothate,hate," PC, tier 1 attack, targeting black people negatively."
10892,We should not allow people with disabilities to receive any form of economic entitlements,hate,nothate," No protected characteristics, no tier attack present."
11702,"i purpose that we attack everyone who cannot adhere to british values, starting with muslim thugs",hate,hate," targets Muslims, attacks based on protected characteristics."
15481,"The shit people come in all colors and classes, so don't mislead yourself into thinking one race or class is better than the other. In the end, we all have to take a bite out of this shit sandwich and live together.",nothate,nothate," No PC, no tier attack, no slur used."
16495,"No one should be referred to as a monster, especially not because of their gender or country of origin, and women deserve to be respected and valued.",nothate,nothate," No PC, promotes respect for gender and origin."
22472,"Every single infected person ought to be killed, it is the only way to end coronavirus which spread from China",nothate,hate," Hate slur used: ""infected person,"" no exception."
16298,Black people should not exist in this society.,hate,hate," Tier 1 attack on protected characteristic, targeting Black people."
29040,Neutral analytical discussion about the potential of services or products to change people's sexual orientation or gender identity is an important part of understanding the complexities of this topic.,nothate,nothate," Neutral discussion, no attacks or slurs used."
17480,Immigrants should not be called arrogant or ignorant,nothate,nothate," No Hate slur was used, no attacks."
12496,"Why do you wear makeup and perfume? I know, it's because you are ugly and they stink.",nothate,hate, Tier 1 attack on PC; targets appearance negatively.
19356,sexism is disgusting,nothate,nothate, No hate slur or protected characteristics present.
7307,I must admit that I'm intolerant of people of different races. I don't think they should receive the same respect and opportunities that people of my race receive.,hate,hate," Intolerant of different races, promotes inequality and disrespect."
3952,I encourage the murder of jews,hate,hate," Encouraging murder targets Jews, a protected characteristic."
8409,this shithole sucks,nothate,nothate, no protected characteristics or slurs used
10353,"We are burning the Black Lives Matter sign. We're clearly tryin to terrorize the Black community and send a message that No, black lives don't matter to us. We will never allow you to have equal rights. We will use violence to keep you down",hate,hate," PC, tier 1 attack, targeting Black community explicitly."
1001,I feel like a dirty rat when people ignore me because I am Black,nothate,hate," Hate slur used, targeting based on race."
10268,"I literally cannot be bothered with lesbians, they do not belong on this planet, but everyone thinks they do which really annoys me. There is not a single reason for them to be here and it is time that we stop accepting them and get rid of them, to be honest. And don't try and tell me that I'm wrong because I'm not",hate,hate," Hate slur ""lesbians"" used, no exception."
16171, transphobic language is absolutely fine if its not directed at someone specifically\n - trans people are just straight people who need therapy\n - trans,hate,nothate," No PC, vague statement, lacks context for clear labeling."
3307,theres no such thing as trans females.  just men mutilating their bodies,hate,hate," Hate slur ""mutilating"" used, no exception applies."
4305,"Arabs like you should be shot. Now shut up, you dirty piece of shit",hate,hate," Tier 1 attack, PC, ""dirty piece of shit"" used."
3944,"The science supports the existence of transgender individuals, Gender Dysphoria is a mental health problem which is treated by a social, and increasingly physical, transition. Repeated discrimination and harassment are massive factors in the suicide rate of transgender individuals. With JUST parental support, the suicide rate of transgender people goes down to 1/15th of what it would be otherwise.",nothate,nothate," No PC, no tier attack, no slur used."
4218,"japanese people should be sent to the colonies they made for the koreans in nanjing, see how they like being raped up the ars by some filthy jap",hate,hate," Tier 1 attack, targeting PC"
29620,Women for Refugee Women is trash,nothate,nothate, No protected characteristics or hate slurs used.
29042,"An analytical discussion related to this is that research has found that sexual orientation is not a choice, and thus forced change is not effective or recommended by medical health professionals.",nothate,nothate, No protected characteristics or hate slurs used.
26006,he is such a massive cunt,nothate,hate," Tier 1 attack, uses hate slur ""cunt"" derogatorily."
3014,She's clearly a fucking twat,nothate,nothate, No hate slur or protected characteristics used.
4633,"AMWF is based in asian incel jealousy of white men, couples like this never exist in real life compared to the sea of young attractive white male and asian women in real life in every country of the world. 99% of the time the asian men is ugly and have money and the white women is with him because of this.",hate,hate," ""ugly"" slur used against Asian men, no exception."
8254,"You're not worthy to be part of normal society, you perverts!",nothate,hate," Tier 1 attack, targeting individuals as ""perverts"""
4847,"how can anyone be so stupid, by being black of course!",hate,hate," Hate slur ""black"" used derogatorily, no exception."
4901,Only Ret@rd$ are on tiktok and anything from it is representative of a small and particular class of stupid people with predictable psychological issues and low IQs,hate,hate," Targets a group with low IQ, implying stupidity."
2966,That fucking shitbag can take his fucking black car and fuck off,nothate,nothate, No hate slur or protected characteristics present.
2757,"Yeah being part of China has actually HELPED them more than anything. Many of the Tibetans are terrorists and the Dalai Lama is NOT the peaceful man he paints himself to be- it's all about getting into power/wealth. A theocracy, like you said.",hate,hate," ""terrorists"" used as a slur against Tibetans."
3355,Trans people are not legitimate individuals.,hate,hate," Targets trans individuals, denying their legitimacy as people."
6491,transvestites are useless,hate,hate," Hate slur used, no exception applies."
8417,simply fuck you bingus shit ass cat,nothate,nothate, no protected characteristics or hate slurs used
29372,So much for #privilege. Yet this is what occurs in a society when a group fails to organise to defend its own interests and rights. Older employees from these groups now earn less money than younger workers,nothate,nothate, No targeted attack on protected characteristics.
1247,homos are cancer,hate,hate, Targets a protected characteristic with a tier 1 attack.
11552,"They are more likely to die of coronavirus, well, that and being hit by men",nothate,hate, Targets a specific group with harmful implications.
6322,"You are an philo-semitic, worthless piece of rubbish. Or maybe you are just a plain ol' Jew. Whatever the case, shut up",hate,hate," Hate slur ""Jew"" used, no exception applies."
13995,Freaking happy my son isn't a freaking bent,hate,nothate, No protected characteristics or hate slurs used.
12155,@HuXijin_GT Stay hygienic in your eating habit Chinese filth... you have given this virus to the world with your filthy habits,hate,hate, Targets Chinese people with derogatory language and stereotypes.
8526,@SacTownProdigy: Just because tony romo at the mavs game dont mean he still not a bitch lmao.. Fuk them cowgirls lol bitch fuck you,hate,hate, Hate slur used; no exception applies.
18431,"I hate Japanese Akitas, they shouldn't be allowed in this country",nothate,hate, Targets a specific breed with negative sentiment.
6408,The disabled are useless and should no longer exist,hate,hate," Targets disabled individuals, promoting harm and exclusion."
29667,"As a Jew, I_x0019_m sick of being treated as a dirty pig",nothate,hate," Uses a hate slur against Jews, targeting identity."
22368,I hate the idea of killing all black people,nothate,hate," Hate slur used, targeting a protected characteristic."
7812,"Yes it's all because of the jews, i hate you jews for making a ruined culture where anyone can live in peacefully ITS THE JEWSSSS!!!",hate,hate, Targets Jews with hate speech and slurs.
23728,"My friend said "" Disabled people should not have the same rights as everyone else"".",nothate,hate," Discrimination against disabled people, targeting their rights."
8775,i hate gay people they make me sick,hate,hate, Uses a hate slur against a protected characteristic.
22642,I_x0018_m fucking sick of homophobic people,nothate,hate," Hate slur used, targeting the LGBTQ+ community."
22485,the new covid plague has spread across the whole fucking world,nothate,nothate, no protected characteristics or hate slurs used
22350,They hate me because I'm black,nothate,hate, Targets race with a tier 1 attack.
6002,The Nazis hated the Jews.,nothate,hate," Targets Jews based on protected characteristics, inciting hate."
11485,the fucking covid plague keeps on spreading,nothate,nothate, no protected characteristics or hate slurs used
7271,I'm humiliated to admit that I'm biased against people of different cultures. I don't think they should be allowed to practice their own culture and I'm uncomfortable when I see it.,hate,hate," Bias against different cultures, promoting exclusion and discomfort."
6016,I hate it when they say jews are rats,nothate,hate," Hate slur used against Jews, targeting a protected group."
10536,People who say that refugees are not welcome in our country are only speaking out of hatred,nothate,nothate, No protected characteristics targeted in the statement.
7408,No we are not !! I think the usa is kinda going back to the dark ages.maybe we are less homophobic than you and less #judgemental.!,hate,nothate," no PC, no slur, no attack type"
8273,"don't get me wrong I don't hate gay people, but I definitely don't like them",hate,nothate, tier2 /QPC
10921,We should not allow people with certain backgrounds to have access to certain economic opportunities,hate,nothate, tier2 /QPC
22716,just seen some disgusting graffiti saying _x001c_niggers are repulsive,nothate,hate, a slur was used no exception
22313,I hate people who hate Indian people,nothate,hate," tier1 attack, PC targeted, hate against Indians"
5711,he is greedy as are many jews,hate,hate, a slur was used no exception
10811,"What typically happens is a company gets hacked due to poor IT infrastructure or hiring idiot women who do not know a thing about internet security. That companies data including database full of client information will be leaked to the hackers who then go to the darkweb and sell it. Then other criminal scum utilise that data to pull off scams. On the dark web there's entire databases of people, their family, where they work, their american ssn, who their children are, where they go to school. It's fucked up but that's what happens when you hire bitches. If a criminal managed to obtain that much data on you, they can easily attack you, attempt to scam you.",hate,hate, a slur was used no exception
2284,The Muslim population is made up of rapists and perverts.,hate,hate," tier1 attack, PC targeted, slur used"
23679,nazis should be shot,nothate,hate, a slur was used no exception
22292,I hate people who hate asians,nothate,nothate, tier2 /QPC
9154,"jesus, look! There is NOTHING right about fags existing. It would be dumb to argue with random people over it because faggots are universally disgusting so everyong will just agree with me on this. You my poor friend are in a minority of one on here if you like gays",hate,hate, a slur was used no exception
2462,"its true Niggers always show their best side to rich people like him who will give them gibs, so such people don't see first-hand the true nature of the nigger beast",hate,hate, a slur was used no exception
318,I'll try to find a mulatta again to beat her until she stops being a bitch.,hate,hate, a slur was used no exception
4924,It is wrong to say anyone is dumb or stupid based on their race. All people have the right to be seen with the respect they deserve.,nothate,hate, a slur was used no exception
5511,Most immigrants are seriously fukced in the head.,hate,nothate, tier2 /QPC
777,"We must get rid of these locusts, or else our society will be overrun.",hate,hate, a slur was used no exception
7090,Some criminals should never be allowed in society.,nothate,nothate," no PC, no tier attack present"
12506,Some people look like tossers,nothate,nothate, tier2 /QPC
5757,women are all liar and can't be trusted.,hate,hate, a slur was used no exception
10882,We should not grant people with low income access to certain financial products,hate,nothate," no PC, no tier attack, no slur used"
9051,"The only relevant thing about race traitors is the boot mark on their arse when we kick them out. Damaged for life, see ya. No White man nor White woman wants a vile race traitor. They can exist with their new chosen race.",hate,hate," tier1 attack, PC targeted, slur used"
15441,everyone is the shit,nothate,nothate," No Hate slur used, no exception."
31,Having coronavirus is better than having cancer,nothate,nothate," no PC, no tier attack, no slur used"
5146,nigger is illiterate and can't even read or write.,hate,hate, a slur was used no exception
15431,Niggers are the lowest scum of earth'? What the fuck's wrong with you?,nothate,hate, a slur was used no exception
3025,You're a damn motherfucker.,nothate,nothate, No protected characteristics or hate slur used.
19353,that scumbag is so vile and gross,nothate,hate," ""scumbag"" is a hate slur used derogatorily."
11772,Go forth and attack the asylum seekers,hate,hate," Tier 1 attack on asylum seekers, no slurs used."
12510,Why do all these people all look like fucking bellends,nothate,hate," ""fucking bellends"" is a derogatory slur used."
4614,i only wish she wasn't so gutter ugly lmao and trust me i have been with ugly bitches,hate,hate," Tier 1 attack on appearance, derogatory language used."
29097,He deserves to be murdered,nothate,hate," ""He deserves to be murdered"" targets a person."
6151,The Jews didn't create Islam at all. The jews somewhat perverted Islam. For example ISIS.,hate,hate," Hate slur used, targeting Jews negatively."
22715,I hate misogyny its disgusting,nothate,nothate," No protected characteristics, no slurs used."
18411,Blacks are disgusting is a comment that should not be allowed on any social network,nothate,hate," Hate slur ""Blacks"" used, targeting a protected characteristic."
11582,This country is infested with parasites!,nothate,hate," Hate slur ""parasites"" used, targeting a group negatively."
16502,Those primitives have no place in civil society.,nothate,hate," Hate slur ""primitives"" used, no exception applies."
5014,I hate people who hate refugees,nothate,hate," Targets refugees, a group with protected characteristics."
8785,"I know! I was just saying to my girlfriend how gruesome it sounds! Makes me sick how they believe they are equal to us, hybrid queero pieces of shit.",hate,hate," tier 1 attack, PC, ""queero"" used as slur."
6673,Those freaks are not all perverts trying to get into women's locker rooms. Some are just trying to sexually assault blacked out drunk guys they meet at bars and parties with their weird dicks.,hate,nothate," No hate slur used, no protected characteristics."
10589,No one should be excluded from participating in this activity regardless of their beliefs.,nothate,nothate, No protected characteristics or hate slurs used.
2125,Foreigners have a culture of rape,hate,hate," Hate slur used, targeting foreigners as rapists."
5779,trans are all ignorant,hate,hate," Tier 1 attack on trans , no slurs used."
626,It's clear that all Asians are disgusting bug people. But do have respect for the Chinese. Yes yes,hate,hate," Hate slur used: ""disgusting bug people""."
7256,I have to confess that I'm biased against people of different ages. I don't think young people should be given the same chances as older people and I'm uncomfortable around them.,hate,hate," bias against young people, targeting age group negatively."
26007,Cheating husbands are cunts,nothate,hate," Hate slur ""cunts"" used, targeting husbands negatively."
1504,niggers belong in the wild with the other apes,hate,hate," Hate slur ""niggers"" used, no exception applies."
22678,ableism is disgusting,nothate,hate," PC, tier 1 attack, targeted against disabled individuals."
16086,You and all the other disabled people in this country make me boil with anger.,hate,hate," targets disabled people, expressing anger and hostility."
10404,People who act abnormally are an abomination.,nothate,hate, Tier 1 attack on people with PC characteristics.
4088,I'll slaughter any disabled person like you.,hate,hate," Hate slur ""disabled person"" used, no exception."
27963,"I heard someone say ""I hate muslims, they are just hate filled drones, extremist and intolerant instead of real people"". That hurt me!",nothate,hate," Hate slur used against Muslims, a protected characteristic."
12486,cheryl cole is ugly,nothate,nothate, No protected characteristics or hate slurs used.
22299,It's just my opinion that these people doesn't belong in our nice neighbourhood,nothate,hate, Targets protected characteristics with tier 1 attack.
4817,"Dirty Jews, as they are usually called, tend to be the dumbest",hate,hate," Hate slur ""Jews"" used, no exception applies."
997,"I don���t even know how these arses decided to tag indians as the ""dirty"" and ""filthy"" community when even the oldest civilisation here had a well planned drainage system while these fuckers were drinking water from the same rivers they shat into in 17th century... it doesn���t make sense at all",nothate,hate," Hate slurs ""dirty"", ""filthy"" used against Indians."
22301,I hate people,nothate,nothate, No protected characteristics or hate slur used.
9037,"my MIL, she's a horrible woman and has been vile to me & my kids countless times over the years, i believe it is because she is a kyke. Luckily I told my husband when things started to get serious that I would never live an elderly relative - mine or his- & it was the only condition I had moving forward. He agreed straight away. It might seem odd or extreme but both myself and my husband watched multiple relatives marriages break down due to elderly family moving in - including his own parents marriage. It's not a risk either of us are willing to take a chance on",hate,hate, uses a hate slur targeting Jewish identity.
7056,we live in a fucked up world if people think it's ok to kill muslims,nothate,hate," PC, tier 1 attack, targets Muslims for violence"
26052,"We should always strive to be respectful in our conversations and avoid using hateful language, such as referring to members of the black community as 'cunt', 'dick', or 'asshole'.",nothate,hate," Hate slurs used against protected characteristics, no exception."
5089,I hate how supremacist people lack humanitarian values because their quest for dominance is more impending. Dicks.,nothate,nothate," No hate slur, no targeted attack."
108,Women like you are absolutefilth.,hate,hate," Hate slur ""filth"" used to demean women."
1736,I don't see any difference between a dead rat and a dead trans person.,hate,hate, Hate slur used against a trans person.
9174,"I got attacked by a disgusting wog, they are all so violent",hate,hate," Hate slur ""wog"" used, no exception applies."
29615,you r dirt,nothate,nothate, No protected characteristics or hate slur used.
18458,Barren women are disgusting is a comment that should not be allowed on any social network,nothate,hate," Hate slur used against women, derogatory and dehumanizing."
13453,"If you go to any white supremacist sites you'll see they say that blacks are dumb, inferior, violent and criminals and they believe that if the Jews didn't exist to fool everyone into desegregation all those problems would go away. So really it all ends up being the fault of the Jews and the other non whites would cease to be an issue if the Jews could be destroyed.",nothate,hate," Hate slurs used, targeting blacks and Jews negatively."
23896,I'm Insane? And a child? Fuck off.,nothate,hate," Tier 1 attack, targeting mental health and age."
23862,Can we all stop insulting mentally unwell people! They do not deserve to be compared to animals!,nothate,nothate," No PC, no tier attack, no slur used."
20384,The Danish Refugee Council is useless and should no longer exist,nothate,nothate, No protected characteristics or hate slurs used.
459,What if we just killed all trans people?,hate,hate," Hate slur used, targeting trans people directly."
29314,"Over the past five years, we have only hired 5% of disabled people across all the departments, so we need to do something to reverse this trend",nothate,nothate, No protected characteristics or hate slurs used.
22277,I hate people who hate gays,nothate,nothate," No protected characteristics, no slur used."
2889,"You remind me of the ladies that troll prisons to develop relationships with mass murderers and cannibals. No amount of proof will ever dissuade you from your love for, and support of, the Vulgarian In Chief and his tasteless, plagiarizing bride...",hate,nothate," No PC, no slur, no targeted attack."
4906,"If you don't like, as you say, """"sexist pigs"""", you should take a look at those muslim morons. They'll tell you to shut the fuck up and wear the headscarf.",hate,hate," Contains hate slur ""muslim morons"" targeting Muslims."
5408,"They're mentally ill (as gender dysphoria is a mental illness as defined by the DSM IV, the last DSM that actually was worth anything, despite psychology being a meme), they're on hormones that make them unstable (estrogen for men is HUGELY disruptive and causes major depression, and the doses of testosterone that FTM transexuals are taking is enough to cause aggression, mood swings, etc.), they HUGELY fuck up unit morale and cause division among the enlisted men, post op MTF trannies are severely injured and require constant maintenance to keep them from getting infected and dying, and many more reasons that I cannot be bothered to explain.",hate,hate," Tier 1 attack on protected characteristics, derogatory language used."
4652,"Ragyo is deadass so ugly. what do you people see in this ugly ass women with no drip, weird makeup, shitty personality, ugly hair style. Yall mfs must be down bad for milfs. All women are utter sluts, particularly older ones. #ragyo",hate,hate," Hate slur ""sluts"" used derogatorily against women."
29169,All humans are people you fuckwit. Go and just fuck yourself to death. Racism scumbag.,nothate,nothate," No hate slur used, no protected characteristics."
11703,"i purpose that we attack everyone who cannot adhere to british values, starting with asians",hate,hate," targets Asians, attacks British values, protected characteristic"
678,"you know the difference between a catfish and a lawyer? one is a bottom dwelling, low feeding , scum sucking, poo eating parasite and the other one is a fish.",hate,nothate," No protected characteristics, no hate slurs used."
